T6_OFF_TOWERSHIELD_UNDEAD	4	1.8	0	12315
T7_OFF_TOWERSHIELD_UNDEAD	0	0.833	0	2298
T7_OFF_TOWERSHIELD_UNDEAD	1	1.25	0	4021
T7_OFF_TOWERSHIELD_UNDEAD	2	1.5	0	7037
T7_OFF_TOWERSHIELD_UNDEAD	3	1.8	0	12315
T7_OFF_TOWERSHIELD_UNDEAD	4	2.16	0	21551
T8_OFF_TOWERSHIELD_UNDEAD	0	1.25	0	4021
T8_OFF_TOWERSHIELD_UNDEAD	1	1.5	0	7037
T8_OFF_TOWERSHIELD_UNDEAD	2	1.8	0	12315
T8_OFF_TOWERSHIELD_UNDEAD	3	2.16	0	21551
T8_OFF_TOWERSHIELD_UNDEAD	4	2.52	0	37715
T4_OFF_SHIELD_HELL	0	0.333	0	429
T4_OFF_SHIELD_HELL	1	0.5	0	750
T4_OFF_SHIELD_HELL	2	0.667	0	1313
T4_OFF_SHIELD_HELL	3	0.833	0	2298
T4_OFF_SHIELD_HELL	4	1.25	0	4021
T5_OFF_SHIELD_HELL	0	0.5	0	750
T5_OFF_SHIELD_HELL	1	0.667	0	1313
T5_OFF_SHIELD_HELL	2	0.833	0	2298
T5_OFF_SHIELD_HELL	3	1.25	0	4021
T5_OFF_SHIELD_HELL	4	1.5	0	7037
T6_OFF_SHIELD_HELL	0	0.667	0	1313
T6_OFF_SHIELD_HELL	1	0.833	0	2298
T6_OFF_SHIELD_HELL	2	1.25	0	4021
T6_OFF_SHIELD_HELL	3	1.5	0	7037
T6_OFF_SHIELD_HELL	4	1.8	0	12315
T7_OFF_SHIELD_HELL	0	0.833	0	2298
T7_OFF_SHIELD_HELL	1	1.25	0	4021
T7_OFF_SHIELD_HELL	2	1.5	0	7037
T7_OFF_SHIELD_HELL	3	1.8	0	12315
T7_OFF_SHIELD_HELL	4	2.16	0	21551
T8_OFF_SHIELD_HELL	0	1.25	0	4021
T8_OFF_SHIELD_HELL	1	1.5	0	7037
T8_OFF_SHIELD_HELL	2	1.8	0	12315
T8_OFF_SHIELD_HELL	3	2.16	0	21551
T8_OFF_SHIELD_HELL	4	2.52	0	37715
T4_OFF_SPIKEDSHIELD_MORGANA	0	0.333	0	429
T4_OFF_SPIKEDSHIELD_MORGANA	1	0.5	0	750
T4_OFF_SPIKEDSHIELD_MORGANA	2	0.667	0	1313
T4_OFF_SPIKEDSHIELD_MORGANA	3	0.833	0	2298
T4_OFF_SPIKEDSHIELD_MORGANA	4	1.25	0	4021
T5_OFF_SPIKEDSHIELD_MORGANA	0	0.5	0	750
T5_OFF_SPIKEDSHIELD_MORGANA	1	0.667	0	1313
T5_OFF_SPIKEDSHIELD_MORGANA	2	0.833	0	2298
T5_OFF_SPIKEDSHIELD_MORGANA	3	1.25	0	4021
T5_OFF_SPIKEDSHIELD_MORGANA	4	1.5	0	7037
T6_OFF_SPIKEDSHIELD_MORGANA	0	0.667	0	1313
T6_OFF_SPIKEDSHIELD_MORGANA	1	0.833	0	2298
T6_OFF_SPIKEDSHIELD_MORGANA	2	1.25	0	4021
T6_OFF_SPIKEDSHIELD_MORGANA	3	1.5	0	7037
T6_OFF_SPIKEDSHIELD_MORGANA	4	1.8	0	12315
T7_OFF_SPIKEDSHIELD_MORGANA	0	0.833	0	2298
T7_OFF_SPIKEDSHIELD_MORGANA	1	1.25	0	4021
T7_OFF_SPIKEDSHIELD_MORGANA	2	1.5	0	7037
T7_OFF_SPIKEDSHIELD_MORGANA	3	1.8	0	12315
T7_OFF_SPIKEDSHIELD_MORGANA	4	2.16	0	21551
T8_OFF_SPIKEDSHIELD_MORGANA	0	1.25	0	4021
T8_OFF_SPIKEDSHIELD_MORGANA	1	1.5	0	7037
T8_OFF_SPIKEDSHIELD_MORGANA	2	1.8	0	12315
T8_OFF_SPIKEDSHIELD_MORGANA	3	2.16	0	21551
T8_OFF_SPIKEDSHIELD_MORGANA	4	2.52	0	37715
T4_OFF_SHIELD_AVALON	0	0.333	0	429
T4_OFF_SHIELD_AVALON	1	0.5	0	750
T4_OFF_SHIELD_AVALON	2	0.667	0	1313
T4_OFF_SHIELD_AVALON	3	0.833	0	2298
T4_OFF_SHIELD_AVALON	4	1.25	0	4021
T5_OFF_SHIELD_AVALON	0	0.5	0	750
T5_OFF_SHIELD_AVALON	1	0.667	0	1313
T5_OFF_SHIELD_AVALON	2	0.833	0	2298
T5_OFF_SHIELD_AVALON	3	1.25	0	4021
T5_OFF_SHIELD_AVALON	4	1.5	0	7037
T6_OFF_SHIELD_AVALON	0	0.667	0	1313
T6_OFF_SHIELD_AVALON	1	0.833	0	2298
T6_OFF_SHIELD_AVALON	2	1.25	0	4021
T6_OFF_SHIELD_AVALON	3	1.5	0	7037
T6_OFF_SHIELD_AVALON	4	1.8	0	12315
T7_OFF_SHIELD_AVALON	0	0.833	0	2298
T7_OFF_SHIELD_AVALON	1	1.25	0	4021
T7_OFF_SHIELD_AVALON	2	1.5	0	7037
T7_OFF_SHIELD_AVALON	3	1.8	0	12315
T7_OFF_SHIELD_AVALON	4	2.16	0	21551
T8_OFF_SHIELD_AVALON	0	1.25	0	4021
T8_OFF_SHIELD_AVALON	1	1.5	0	7037
T8_OFF_SHIELD_AVALON	2	1.8	0	12315
T8_OFF_SHIELD_AVALON	3	2.16	0	21551
T8_OFF_SHIELD_AVALON	4	2.52	0	37715
T4_OFF_SHIELD_CRYSTAL	0	0.333	0	429
T4_OFF_SHIELD_CRYSTAL	1	0.5	0	750
T4_OFF_SHIELD_CRYSTAL	2	0.667	0	1313
T4_OFF_SHIELD_CRYSTAL	3	0.833	0	2298
T4_OFF_SHIELD_CRYSTAL	4	1.25	0	4021
T5_OFF_SHIELD_CRYSTAL	0	0.5	0	750
T5_OFF_SHIELD_CRYSTAL	1	0.667	0	1313
T5_OFF_SHIELD_CRYSTAL	2	0.833	0	2298
T5_OFF_SHIELD_CRYSTAL	3	1.25	0	4021
T5_OFF_SHIELD_CRYSTAL	4	1.5	0	7037
T6_OFF_SHIELD_CRYSTAL	0	0.667	0	1313
T6_OFF_SHIELD_CRYSTAL	1	0.833	0	2298
T6_OFF_SHIELD_CRYSTAL	2	1.25	0	4021
T6_OFF_SHIELD_CRYSTAL	3	1.5	0	7037
T6_OFF_SHIELD_CRYSTAL	4	1.8	0	12315
T7_OFF_SHIELD_CRYSTAL	0	0.833	0	2298
T7_OFF_SHIELD_CRYSTAL	1	1.25	0	4021
T7_OFF_SHIELD_CRYSTAL	2	1.5	0	7037
T7_OFF_SHIELD_CRYSTAL	3	1.8	0	12315
T7_OFF_SHIELD_CRYSTAL	4	2.16	0	21551
T8_OFF_SHIELD_CRYSTAL	0	1.25	0	4021
T8_OFF_SHIELD_CRYSTAL	1	1.5	0	7037
T8_OFF_SHIELD_CRYSTAL	2	1.8	0	12315
T8_OFF_SHIELD_CRYSTAL	3	2.16	0	21551
T8_OFF_SHIELD_CRYSTAL	4	2.52	0	37715
T2_OFF_BOOK	0	0.167	0	140
T3_OFF_BOOK	0	0.25	0	245
T4_OFF_BOOK	0	0.333	0	429
T4_OFF_BOOK	1	0.5	0	750
T4_OFF_BOOK	2	0.667	0	1313
T4_OFF_BOOK	3	0.833	0	2298
T4_OFF_BOOK	4	1.25	0	4021
T5_OFF_BOOK	0	0.5	0	750
T5_OFF_BOOK	1	0.667	0	1313
T5_OFF_BOOK	2	0.833	0	2298
T5_OFF_BOOK	3	1.25	0	4021
T5_OFF_BOOK	4	1.5	0	7037
T6_OFF_BOOK	0	0.667	0	1313
T6_OFF_BOOK	1	0.833	0	2298
T6_OFF_BOOK	2	1.25	0	4021
T6_OFF_BOOK	3	1.5	0	7037
T6_OFF_BOOK	4	1.8	0	12315
T7_OFF_BOOK	0	0.833	0	2298
T7_OFF_BOOK	1	1.25	0	4021
T7_OFF_BOOK	2	1.5	0	7037
T7_OFF_BOOK	3	1.8	0	12315
T7_OFF_BOOK	4	2.16	0	21551
T8_OFF_BOOK	0	1.25	0	4021
T8_OFF_BOOK	1	1.5	0	7037
T8_OFF_BOOK	2	1.8	0	12315
T8_OFF_BOOK	3	2.16	0	21551
T8_OFF_BOOK	4	2.52	0	37715
T4_OFF_ORB_MORGANA	0	0.333	0	429
T4_OFF_ORB_MORGANA	1	0.5	0	750
T4_OFF_ORB_MORGANA	2	0.667	0	1313
T4_OFF_ORB_MORGANA	3	0.833	0	2298
T4_OFF_ORB_MORGANA	4	1.25	0	4021
T5_OFF_ORB_MORGANA	0	0.5	0	750
T5_OFF_ORB_MORGANA	1	0.667	0	1313
T5_OFF_ORB_MORGANA	2	0.833	0	2298
T5_OFF_ORB_MORGANA	3	1.25	0	4021
T5_OFF_ORB_MORGANA	4	1.5	0	7037
T6_OFF_ORB_MORGANA	0	0.667	0	1313
T6_OFF_ORB_MORGANA	1	0.833	0	2298
T6_OFF_ORB_MORGANA	2	1.25	0	4021
T6_OFF_ORB_MORGANA	3	1.5	0	7037
T6_OFF_ORB_MORGANA	4	1.8	0	12315
T7_OFF_ORB_MORGANA	0	0.833	0	2298
T7_OFF_ORB_MORGANA	1	1.25	0	4021
T7_OFF_ORB_MORGANA	2	1.5	0	7037
T7_OFF_ORB_MORGANA	3	1.8	0	12315
T7_OFF_ORB_MORGANA	4	2.16	0	21551
T8_OFF_ORB_MORGANA	0	1.25	0	4021
T8_OFF_ORB_MORGANA	1	1.5	0	7037
T8_OFF_ORB_MORGANA	2	1.8	0	12315
T8_OFF_ORB_MORGANA	3	2.16	0	21551
T8_OFF_ORB_MORGANA	4	2.52	0	37715
T4_OFF_DEMONSKULL_HELL	0	0.333	0	429
T4_OFF_DEMONSKULL_HELL	1	0.5	0	750
T4_OFF_DEMONSKULL_HELL	2	0.667	0	1313
T4_OFF_DEMONSKULL_HELL	3	0.833	0	2298
T4_OFF_DEMONSKULL_HELL	4	1.25	0	4021
T5_OFF_DEMONSKULL_HELL	0	0.5	0	750
T5_OFF_DEMONSKULL_HELL	1	0.667	0	1313
T5_OFF_DEMONSKULL_HELL	2	0.833	0	2298
T5_OFF_DEMONSKULL_HELL	3	1.25	0	4021
T5_OFF_DEMONSKULL_HELL	4	1.5	0	7037
T6_OFF_DEMONSKULL_HELL	0	0.667	0	1313
T6_OFF_DEMONSKULL_HELL	1	0.833	0	2298
T6_OFF_DEMONSKULL_HELL	2	1.25	0	4021
T6_OFF_DEMONSKULL_HELL	3	1.5	0	7037
T6_OFF_DEMONSKULL_HELL	4	1.8	0	12315
T7_OFF_DEMONSKULL_HELL	0	0.833	0	2298
T7_OFF_DEMONSKULL_HELL	1	1.25	0	4021
T7_OFF_DEMONSKULL_HELL	2	1.5	0	7037
T7_OFF_DEMONSKULL_HELL	3	1.8	0	12315
T7_OFF_DEMONSKULL_HELL	4	2.16	0	21551
T8_OFF_DEMONSKULL_HELL	0	1.25	0	4021
T8_OFF_DEMONSKULL_HELL	1	1.5	0	7037
T8_OFF_DEMONSKULL_HELL	2	1.8	0	12315
T8_OFF_DEMONSKULL_HELL	3	2.16	0	21551
T8_OFF_DEMONSKULL_HELL	4	2.52	0	37715
T4_OFF_TOTEM_KEEPER	0	0.333	0	429
T4_OFF_TOTEM_KEEPER	1	0.5	0	750
T4_OFF_TOTEM_KEEPER	2	0.667	0	1313
T4_OFF_TOTEM_KEEPER	3	0.833	0	2298
T4_OFF_TOTEM_KEEPER	4	1.25	0	4021
T5_OFF_TOTEM_KEEPER	0	0.5	0	750
T5_OFF_TOTEM_KEEPER	1	0.667	0	1313
T5_OFF_TOTEM_KEEPER	2	0.833	0	2298
T5_OFF_TOTEM_KEEPER	3	1.25	0	4021
T5_OFF_TOTEM_KEEPER	4	1.5	0	7037
T6_OFF_TOTEM_KEEPER	0	0.667	0	1313
T6_OFF_TOTEM_KEEPER	1	0.833	0	2298
T6_OFF_TOTEM_KEEPER	2	1.25	0	4021
T6_OFF_TOTEM_KEEPER	3	1.5	0	7037
T6_OFF_TOTEM_KEEPER	4	1.8	0	12315
T7_OFF_TOTEM_KEEPER	0	0.833	0	2298
T7_OFF_TOTEM_KEEPER	1	1.25	0	4021
T7_OFF_TOTEM_KEEPER	2	1.5	0	7037
T7_OFF_TOTEM_KEEPER	3	1.8	0	12315
T7_OFF_TOTEM_KEEPER	4	2.16	0	21551
T8_OFF_TOTEM_KEEPER	0	1.25	0	4021
T8_OFF_TOTEM_KEEPER	1	1.5	0	7037
T8_OFF_TOTEM_KEEPER	2	1.8	0	12315
T8_OFF_TOTEM_KEEPER	3	2.16	0	21551
T8_OFF_TOTEM_KEEPER	4	2.52	0	37715
T4_OFF_CENSER_AVALON	0	0.333	0	429
T4_OFF_CENSER_AVALON	1	0.5	0	750
T4_OFF_CENSER_AVALON	2	0.667	0	1313
T4_OFF_CENSER_AVALON	3	0.833	0	2298
T4_OFF_CENSER_AVALON	4	1.25	0	4021
T5_OFF_CENSER_AVALON	0	0.5	0	750
T5_OFF_CENSER_AVALON	1	0.667	0	1313
T5_OFF_CENSER_AVALON	2	0.833	0	2298
T5_OFF_CENSER_AVALON	3	1.25	0	4021
T5_OFF_CENSER_AVALON	4	1.5	0	7037
T6_OFF_CENSER_AVALON	0	0.667	0	1313
T6_OFF_CENSER_AVALON	1	0.833	0	2298
T6_OFF_CENSER_AVALON	2	1.25	0	4021
T6_OFF_CENSER_AVALON	3	1.5	0	7037
T6_OFF_CENSER_AVALON	4	1.8	0	12315
T7_OFF_CENSER_AVALON	0	0.833	0	2298
T7_OFF_CENSER_AVALON	1	1.25	0	4021
T7_OFF_CENSER_AVALON	2	1.5	0	7037
T7_OFF_CENSER_AVALON	3	1.8	0	12315
T7_OFF_CENSER_AVALON	4	2.16	0	21551
T8_OFF_CENSER_AVALON	0	1.25	0	4021
T8_OFF_CENSER_AVALON	1	1.5	0	7037
T8_OFF_CENSER_AVALON	2	1.8	0	12315
T8_OFF_CENSER_AVALON	3	2.16	0	21551
T8_OFF_CENSER_AVALON	4	2.52	0	37715
T4_OFF_TOME_CRYSTAL	0	0.333	0	429
T4_OFF_TOME_CRYSTAL	1	0.5	0	750
T4_OFF_TOME_CRYSTAL	2	0.667	0	1313
T4_OFF_TOME_CRYSTAL	3	0.833	0	2298
T4_OFF_TOME_CRYSTAL	4	1.25	0	4021
T5_OFF_TOME_CRYSTAL	0	0.5	0	750
T5_OFF_TOME_CRYSTAL	1	0.667	0	1313
T5_OFF_TOME_CRYSTAL	2	0.833	0	2298
T5_OFF_TOME_CRYSTAL	3	1.25	0	4021
T5_OFF_TOME_CRYSTAL	4	1.5	0	7037
T6_OFF_TOME_CRYSTAL	0	0.667	0	1313
T6_OFF_TOME_CRYSTAL	1	0.833	0	2298
T6_OFF_TOME_CRYSTAL	2	1.25	0	4021
T6_OFF_TOME_CRYSTAL	3	1.5	0	7037
T6_OFF_TOME_CRYSTAL	4	1.8	0	12315
T7_OFF_TOME_CRYSTAL	0	0.833	0	2298
T7_OFF_TOME_CRYSTAL	1	1.25	0	4021
T7_OFF_TOME_CRYSTAL	2	1.5	0	7037
T7_OFF_TOME_CRYSTAL	3	1.8	0	12315
T7_OFF_TOME_CRYSTAL	4	2.16	0	21551
T8_OFF_TOME_CRYSTAL	0	1.25	0	4021
T8_OFF_TOME_CRYSTAL	1	1.5	0	7037
T8_OFF_TOME_CRYSTAL	2	1.8	0	12315
T8_OFF_TOME_CRYSTAL	3	2.16	0	21551
T8_OFF_TOME_CRYSTAL	4	2.52	0	37715
T3_OFF_TORCH	0	0.25	0	245
T4_OFF_TORCH	0	0.333	0	429
T4_OFF_TORCH	1	0.5	0	750
T4_OFF_TORCH	2	0.667	0	1313
T4_OFF_TORCH	3	0.833	0	2298
T4_OFF_TORCH	4	1.25	0	4021
T5_OFF_TORCH	0	0.5	0	750
T5_OFF_TORCH	1	0.667	0	1313
T5_OFF_TORCH	2	0.833	0	2298
T5_OFF_TORCH	3	1.25	0	4021
T5_OFF_TORCH	4	1.5	0	7037
T6_OFF_TORCH	0	0.667	0	1313
T6_OFF_TORCH	1	0.833	0	2298
T6_OFF_TORCH	2	1.25	0	4021
T6_OFF_TORCH	3	1.5	0	7037
T6_OFF_TORCH	4	1.8	0	12315
T7_OFF_TORCH	0	0.833	0	2298
T7_OFF_TORCH	1	1.25	0	4021
T7_OFF_TORCH	2	1.5	0	7037
T7_OFF_TORCH	3	1.8	0	12315
T7_OFF_TORCH	4	2.16	0	21551
T8_OFF_TORCH	0	1.25	0	4021
T8_OFF_TORCH	1	1.5	0	7037
T8_OFF_TORCH	2	1.8	0	12315
T8_OFF_TORCH	3	2.16	0	21551
T8_OFF_TORCH	4	2.52	0	37715
T4_OFF_HORN_KEEPER	0	0.333	0	429
T4_OFF_HORN_KEEPER	1	0.5	0	750
T4_OFF_HORN_KEEPER	2	0.667	0	1313
T4_OFF_HORN_KEEPER	3	0.833	0	2298
T4_OFF_HORN_KEEPER	4	1.25	0	4021
T5_OFF_HORN_KEEPER	0	0.5	0	750
T5_OFF_HORN_KEEPER	1	0.667	0	1313
T5_OFF_HORN_KEEPER	2	0.833	0	2298
T5_OFF_HORN_KEEPER	3	1.25	0	4021
T5_OFF_HORN_KEEPER	4	1.5	0	7037
T6_OFF_HORN_KEEPER	0	0.667	0	1313
T6_OFF_HORN_KEEPER	1	0.833	0	2298
T6_OFF_HORN_KEEPER	2	1.25	0	4021
T6_OFF_HORN_KEEPER	3	1.5	0	7037
T6_OFF_HORN_KEEPER	4	1.8	0	12315
T7_OFF_HORN_KEEPER	0	0.833	0	2298
T7_OFF_HORN_KEEPER	1	1.25	0	4021
T7_OFF_HORN_KEEPER	2	1.5	0	7037
T7_OFF_HORN_KEEPER	3	1.8	0	12315
T7_OFF_HORN_KEEPER	4	2.16	0	21551
T8_OFF_HORN_KEEPER	0	1.25	0	4021
T8_OFF_HORN_KEEPER	1	1.5	0	7037
T8_OFF_HORN_KEEPER	2	1.8	0	12315
T8_OFF_HORN_KEEPER	3	2.16	0	21551
T8_OFF_HORN_KEEPER	4	2.52	0	37715
T4_OFF_TALISMAN_AVALON	0	0.333	0	429
T4_OFF_TALISMAN_AVALON	1	0.5	0	750
T4_OFF_TALISMAN_AVALON	2	0.667	0	1313
T4_OFF_TALISMAN_AVALON	3	0.833	0	2298
T4_OFF_TALISMAN_AVALON	4	1.25	0	4021
T5_OFF_TALISMAN_AVALON	0	0.5	0	750
T5_OFF_TALISMAN_AVALON	1	0.667	0	1313
T5_OFF_TALISMAN_AVALON	2	0.833	0	2298
T5_OFF_TALISMAN_AVALON	3	1.25	0	4021
T5_OFF_TALISMAN_AVALON	4	1.5	0	7037
T6_OFF_TALISMAN_AVALON	0	0.667	0	1313
T6_OFF_TALISMAN_AVALON	1	0.833	0	2298
T6_OFF_TALISMAN_AVALON	2	1.25	0	4021
T6_OFF_TALISMAN_AVALON	3	1.5	0	7037
T6_OFF_TALISMAN_AVALON	4	1.8	0	12315
T7_OFF_TALISMAN_AVALON	0	0.833	0	2298
T7_OFF_TALISMAN_AVALON	1	1.25	0	4021
T7_OFF_TALISMAN_AVALON	2	1.5	0	7037
T7_OFF_TALISMAN_AVALON	3	1.8	0	12315
T7_OFF_TALISMAN_AVALON	4	2.16	0	21551
T8_OFF_TALISMAN_AVALON	0	1.25	0	4021
T8_OFF_TALISMAN_AVALON	1	1.5	0	7037
T8_OFF_TALISMAN_AVALON	2	1.8	0	12315
T8_OFF_TALISMAN_AVALON	3	2.16	0	21551
T8_OFF_TALISMAN_AVALON	4	2.52	0	37715
T4_OFF_LAMP_UNDEAD	0	0.333	0	429
T4_OFF_LAMP_UNDEAD	1	0.5	0	750
T4_OFF_LAMP_UNDEAD	2	0.667	0	1313
T4_OFF_LAMP_UNDEAD	3	0.833	0	2298
T4_OFF_LAMP_UNDEAD	4	1.25	0	4021
T5_OFF_LAMP_UNDEAD	0	0.5	0	750
T5_OFF_LAMP_UNDEAD	1	0.667	0	1313
T5_OFF_LAMP_UNDEAD	2	0.833	0	2298
T5_OFF_LAMP_UNDEAD	3	1.25	0	4021
T5_OFF_LAMP_UNDEAD	4	1.5	0	7037
T6_OFF_LAMP_UNDEAD	0	0.667	0	1313
T6_OFF_LAMP_UNDEAD	1	0.833	0	2298
T6_OFF_LAMP_UNDEAD	2	1.25	0	4021
T6_OFF_LAMP_UNDEAD	3	1.5	0	7037
T6_OFF_LAMP_UNDEAD	4	1.8	0	12315
T7_OFF_LAMP_UNDEAD	0	0.833	0	2298
T7_OFF_LAMP_UNDEAD	1	1.25	0	4021
T7_OFF_LAMP_UNDEAD	2	1.5	0	7037
T7_OFF_LAMP_UNDEAD	3	1.8	0	12315
T7_OFF_LAMP_UNDEAD	4	2.16	0	21551
T8_OFF_LAMP_UNDEAD	0	1.25	0	4021
T8_OFF_LAMP_UNDEAD	1	1.5	0	7037
T8_OFF_LAMP_UNDEAD	2	1.8	0	12315
T8_OFF_LAMP_UNDEAD	3	2.16	0	21551
T8_OFF_LAMP_UNDEAD	4	2.52	0	37715
T4_OFF_JESTERCANE_HELL	0	0.333	0	429
T4_OFF_JESTERCANE_HELL	1	0.5	0	750
T4_OFF_JESTERCANE_HELL	2	0.667	0	1313
T4_OFF_JESTERCANE_HELL	3	0.833	0	2298
T4_OFF_JESTERCANE_HELL	4	1.25	0	4021
T5_OFF_JESTERCANE_HELL	0	0.5	0	750
T5_OFF_JESTERCANE_HELL	1	0.667	0	1313
T5_OFF_JESTERCANE_HELL	2	0.833	0	2298
T5_OFF_JESTERCANE_HELL	3	1.25	0	4021
T5_OFF_JESTERCANE_HELL	4	1.5	0	7037
T6_OFF_JESTERCANE_HELL	0	0.667	0	1313
T6_OFF_JESTERCANE_HELL	1	0.833	0	2298
T6_OFF_JESTERCANE_HELL	2	1.25	0	4021
T6_OFF_JESTERCANE_HELL	3	1.5	0	7037
T6_OFF_JESTERCANE_HELL	4	1.8	0	12315
T7_OFF_JESTERCANE_HELL	0	0.833	0	2298
T7_OFF_JESTERCANE_HELL	1	1.25	0	4021
T7_OFF_JESTERCANE_HELL	2	1.5	0	7037
T7_OFF_JESTERCANE_HELL	3	1.8	0	12315
T7_OFF_JESTERCANE_HELL	4	2.16	0	21551
T8_OFF_JESTERCANE_HELL	0	1.25	0	4021
T8_OFF_JESTERCANE_HELL	1	1.5	0	7037
T8_OFF_JESTERCANE_HELL	2	1.8	0	12315
T8_OFF_JESTERCANE_HELL	3	2.16	0	21551
T8_OFF_JESTERCANE_HELL	4	2.52	0	37715
T4_OFF_TORCH_CRYSTAL	0	0.333	0	429
T4_OFF_TORCH_CRYSTAL	1	0.5	0	750
T4_OFF_TORCH_CRYSTAL	2	0.667	0	1313
T4_OFF_TORCH_CRYSTAL	3	0.833	0	2298
T4_OFF_TORCH_CRYSTAL	4	1.25	0	4021
T5_OFF_TORCH_CRYSTAL	0	0.5	0	750
T5_OFF_TORCH_CRYSTAL	1	0.667	0	1313
T5_OFF_TORCH_CRYSTAL	2	0.833	0	2298
T5_OFF_TORCH_CRYSTAL	3	1.25	0	4021
T5_OFF_TORCH_CRYSTAL	4	1.5	0	7037
T6_OFF_TORCH_CRYSTAL	0	0.667	0	1313
T6_OFF_TORCH_CRYSTAL	1	0.833	0	2298
T6_OFF_TORCH_CRYSTAL	2	1.25	0	4021
T6_OFF_TORCH_CRYSTAL	3	1.5	0	7037
T6_OFF_TORCH_CRYSTAL	4	1.8	0	12315
T7_OFF_TORCH_CRYSTAL	0	0.833	0	2298
T7_OFF_TORCH_CRYSTAL	1	1.25	0	4021
T7_OFF_TORCH_CRYSTAL	2	1.5	0	7037
T7_OFF_TORCH_CRYSTAL	3	1.8	0	12315
T7_OFF_TORCH_CRYSTAL	4	2.16	0	21551
T8_OFF_TORCH_CRYSTAL	0	1.25	0	4021
T8_OFF_TORCH_CRYSTAL	1	1.5	0	7037
T8_OFF_TORCH_CRYSTAL	2	1.8	0	12315
T8_OFF_TORCH_CRYSTAL	3	2.16	0	21551
T8_OFF_TORCH_CRYSTAL	4	2.52	0	37715
T2_CAPE	0	0.167	0	140
T3_CAPE	0	0.25	0	245
T4_CAPE	0	0.333	0	429
T4_CAPE	1	0.5	0	750
T4_CAPE	2	0.667	0	1313
T4_CAPE	3	0.833	0	2298
T4_CAPE	4	1.25	0	4021
T5_CAPE	0	0.5	0	750
T5_CAPE	1	0.667	0	1313
T5_CAPE	2	0.833	0	2298
T5_CAPE	3	1.25	0	4021
T5_CAPE	4	1.5	0	7037
T6_CAPE	0	0.667	0	1313
T6_CAPE	1	0.833	0	2298
T6_CAPE	2	1.25	0	4021
T6_CAPE	3	1.5	0	7037
T6_CAPE	4	1.8	0	12315
T7_CAPE	0	0.833	0	2298
T7_CAPE	1	1.25	0	4021
T7_CAPE	2	1.5	0	7037
T7_CAPE	3	1.8	0	12315
T7_CAPE	4	2.16	0	21551
T8_CAPE	0	1.25	0	4021
T8_CAPE	1	1.5	0	7037
T8_CAPE	2	1.8	0	12315
T8_CAPE	3	2.16	0	21551
T8_CAPE	4	2.52	0	37715
T4_CAPEITEM_FW_BRIDGEWATCH	0	0.333	0	0
T4_CAPEITEM_FW_BRIDGEWATCH	1	0.5	0	0
T4_CAPEITEM_FW_BRIDGEWATCH	2	0.667	0	0
T4_CAPEITEM_FW_BRIDGEWATCH	3	0.833	0	0
T4_CAPEITEM_FW_BRIDGEWATCH	4	1.25	0	0
T5_CAPEITEM_FW_BRIDGEWATCH	0	0.5	0	0
T5_CAPEITEM_FW_BRIDGEWATCH	1	0.667	0	0
